country_source,year_source,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,actor1_left,actor1_right,actor1_centre,actor1_unknown,actor2_left,actor2_right,actor2_centre,actor2_unknown,assoc_actor1_left,assoc_actor1_right,assoc_actor1_centre,assoc_actor1_unknown,assoc_actor2_left,assoc_actor2_right,assoc_actor2_centre,assoc_actor2_unknown,event_left,event_right,event_centre,event_partisan_type,predicted_partisan_type,confidence,event_partisan_type_final,classification_source
Germany,2020,DEU4552,2020-12-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Sachsen,Zwickau,NA,Wilkau-Hasslau,50.675,12.5121,1,Redaktionsnetzwerk Deutschland; Suddeutsche Zeitung,National,"On 6 December 2020, around 200 people protested in Wilkau-Hasslau against the closure of the Haribo factory and job losses. The protest was attended by a union representative.",0,crowd size=around 200,1610631185,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,left,0.5348907113075256,left,text_classification
Germany,2020,DEU4578,2020-12-07,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Rheinland-Pfalz,Westerwaldkreis,NA,Montabaur,50.4363,7.8299,1,Saarbruecker Zeitung; Suddeutsche Zeitung,National,"On 7 December 2020, in the evening at least 40 farmers protested with their tractors outside a supermarket warehouse in Montabaur to protest against the price policy of supermarkets.",0,crowd size=at least 40,1764722056,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.04343279078602791,unknown,unknown
Germany,2020,DEU4598,2020-12-10,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),IGM: Industrial Union of Metalworkers; Labor Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Hessen,Offenbach am Main,NA,Offenbach am Main,50.1038,8.763,1,Saarbruecker Zeitung; Suddeutsche Zeitung,National,"On 10 December 2020, around 1,000 employees of Continental protested in Offenbach am Main including with a car rally (comprising 300 cars) against factory closures and job losses. The protest was organized by IGM.",0,"crowd size=around 1,000",1764722056,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU4690,2020-12-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),The Left (Germany); Ver.di: United Services Union; Labor Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Brandenburg,Oberspreewald-Lausitz,NA,Senftenberg,51.5207,13.9959,1,Rbb24; Suddeutsche Zeitung,National,"On 15 December 2020, around 40 politicians from The Left and Ver.di representatives protested in Senftenberg against the possible privatization of the hospital 'Klinikum Niederlausitz'.",0,crowd size=around 40,1610631186,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU2309,2020-06-24,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Thailand),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Bayern,Garmisch-Partenkirchen,NA,Garmisch-Partenkirchen,47.4938,11.104,1,Act4dem,New media,"On 24 June 2020, Thai activists protested outside a hotel in Garmisch-Partenkirchen against the Thai King. The King allegedly resided at the hotel at that time.",0,crowd size=no report,1618500719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.14348933100700378,unknown,unknown
Germany,2020,DEU3294,2020-09-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Thailand),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Bayern,Garmisch-Partenkirchen,NA,Garmisch-Partenkirchen,47.4938,11.104,1,Act4dem,New media,"On 19 September 2020, Thai activists protested outside a hotel in Garmisch-Partenkirchen against the Thai King. The King is frequently staying in the hotel. The protest was scheduled to last until 25 September.",0,crowd size=no report,1618498102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.1192273423075676,unknown,unknown
Germany,2020,DEU4227,2020-11-15,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Moldova),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Hessen,Frankfurt am Main,NA,Frankfurt am Main,50.1101,8.6819,1,Agora.md,International,"On 15 November 2020, hundreds of Moldovans protested in Frankfurt am Main outside a polling station demanding more ballots.",0,crowd size=hundreds,1610631262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,left,0.5149383544921875,left,text_classification
Germany,2020,DEU2846,2020-08-14,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Antifa,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin,52.5244,13.4105,1,Anarchists Worldwide,International,"Around 14 August 2020, (as reported) Antifa activists gathered in Berlin in solidarity with the uprisings in Belarus.",0,crowd size=no report,1610631263,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU1044,2020-03-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Sachsen-Anhalt,Magdeburg,NA,Magdeburg,52.1307,11.642,2,Anarchists Worldwide,International,"On 18 March 2020, people protested outside a prison near Magdeburg in solidarity with prisoners in the wake of the coronavirus by firing several rockets and shouting slogans.",0,crowd size=no report,1610631263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.043619342148303986,unknown,unknown
Germany,2020,DEU446,2020-02-03,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Farmers (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Bayern,Neu-Ulm,NA,Altenstadt (Iller),48.1577,10.1126,1,Augsburger Allgemeine,Subnational,"Around 3 February 2020, about 23 farmers blocked the entrance to the Aldi storage facility in Altenstadt (Iller) in protest against the cheap prices of goods.",0,crowd size=about 23,1755646870,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.11672206223011017,unknown,unknown
Germany,2020,DEU1233,2020-04-25,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Baden-Wurttemberg,Pforzheim,NA,Pforzheim,48.8918,8.7012,1,Badische Neueste Nachrichten,Subnational,"On 25 April 2020, around 100 people protested in Pforzheim against the tightening of fundamental rights in the wake of fighting the coronavirus pandemic.",0,crowd size=around 100,1610631266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.1862308382987976,unknown,unknown
Germany,2020,DEU1234,2020-04-25,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Baden-Wurttemberg,Karlsruhe,NA,Ettlingen,48.9394,8.4045,1,Badische Neueste Nachrichten,Subnational,"On 25 April 2020, around 50 people protested in Ettlingen against the tightening of their fundamental rights in the wake of tackling the coronavirus pandemic.",0,crowd size=around 50,1610631266,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.271119087934494,unknown,unknown
Germany,2020,DEU889,2020-02-27,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin,52.5244,13.4105,1,Besetzen Berlin,New media,"On 27 February 2020, people gathered in front of a court in Berlin in solidarity with several people who were tried for squatting.",0,crowd size=no report,1610631269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.08862578868865967,unknown,unknown
Germany,2020,DEU218,2020-01-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Sachsen,Dresden,NA,Dresden,51.0509,13.7383,1,Besetzen Berlin,New media,"On 18 January 2020, about 100 people, including squatters of the group 'We occupy Dresden' occupied an old building in Dresden and protested for the second day against the current real estate situation and the many abandoned properties.",0,crowd size=about 100,1610631269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.05871451273560524,unknown,unknown
Germany,2020,DEU228,2020-01-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Sachsen,Dresden,NA,Dresden,51.0509,13.7383,1,Besetzen Berlin,New media,"On 19 January 2020, people, including squatters of the group 'We occupy Dresden' occupied an old building in Dresden and protested for the third day against the current real estate situation and the many abandoned properties.",0,crowd size=no report,1610631269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.05383565276861191,unknown,unknown
Germany,2020,DEU878,2020-02-26,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin,52.5244,13.4105,1,Besetzen Berlin,New media,"On 26 February 2020, people protested in Berlin against the eviction of person from his home and to demand affordable housing.",0,crowd size=no report,1610631269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.10312193632125854,unknown,unknown
Germany,2020,DEU2608,2020-07-16,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Bulgaria),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Koln,NA,Koln,50.9333,6.95,1,Btvnovinite,International,"Around 16 July 2020, (as reported) Bulgarians protested in Koln at the Kolner Dom against the Bulgarian government, demanding the resignation of chief prosecutor Ivan Geshev.",0,crowd size=no report,1610631273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.047813840210437775,unknown,unknown
Germany,2020,DEU2475,2020-07-05,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Belarusian Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Hessen,Frankfurt am Main,NA,Frankfurt am Main,50.1101,8.6819,1,Charter-97,Regional,"Around 5 July 2020, Belarusian citizens protested in Frankfurt am Main for free elections and the release of political prisoners.",0,crowd size=no report,1762894797,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,left,0.8995655179023743,left,text_classification
Germany,2020,DEU484,2020-02-05,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),DGB: German Trade Union Confederation; Labor Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Sachsen-Anhalt,Magdeburg,NA,Magdeburg,52.1307,11.642,1,DGB,Other,"On 5 February 2020, workers of the Ameos Group, including the DGB, protested in Magdeburg for a better labour agreement.",0,crowd size=no report,1610631509,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU2686,2020-07-24,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Labor Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin,52.5244,13.4105,1,Die Tageszeitung,National,"On 24 July 2020, people from the events industry protested in Berlin to draw attention to their situation in the wake of the coronavirus pandemic.",0,crowd size=no report,1764722056,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.008937954902648926,unknown,unknown
Germany,2020,DEU445,2020-02-03,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Catholic Christian Group (Germany); Women (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Hessen,Frankfurt am Main,NA,Frankfurt am Main,50.1101,8.6819,1,Die Tageszeitung,National,"Around 3 February 2020 (as reported), about 200 feminists and Catholic women protested in Frankfurt am Main for the ordination of women and gender equality.",0,crowd size=about 200,1764722056,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,left,0.5003941655158997,left,text_classification
Germany,2020,DEU1126,2020-04-11,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Sachsen,Dresden,NA,Dresden,51.0509,13.7383,1,Die Tageszeitung,National,"On 11 April 2020, around 20 people protested in Dresden against a tightening of fundamental right in the wake of fighting the coronavirus.",0,crowd size=around 20,1764722056,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.2722364068031311,unknown,unknown
Germany,2020,DEU1149,2020-04-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Hessen,Giessen,NA,Giessen,50.586,8.6744,1,Die Welt,National,"On 17 April 2020, between 40 to 50 people protested in Giessen under the motto 'Strenghening health care, instead of weakening fundamental rights - protection against the virus, not against people' against the tightening of fundamental rights in the wake of fighting the coronavirus.",0,crowd size=between 40 to 50,1610631515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.19073310494422913,unknown,unknown
Germany,2020,DEU140,2020-01-14,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Baden-Wurttemberg,Karlsruhe,NA,Karlsruhe,49.0055,8.4052,1,Die Welt,National,"On 14 January 2020, about 40 people protested outside the Federal Constitutional Court in Karslruhe against sanctions for violations of the Hartz concept.",0,crowd size=about 40,1610631515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.31440499424934387,unknown,unknown
Germany,2020,DEU1576,2020-05-11,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Coesfeld,NA,Coesfeld,51.9458,7.1691,1,Digi24,International,"Around 11 May 2020, people protested in front of a slaughter house in Coesfeld against the living conditions of Romanian workers. Around 80 of the workers were tested positive for the coronavirus.",0,crowd size=no report,1610631515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.2108200192451477,unknown,unknown
Germany,2020,DEU2043,2020-06-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),BLM: Black Lives Matter,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Baden-Wurttemberg,Freiburg im Breisgau,NA,Freiburg im Breisgau,47.9946,7.8484,1,Ende Gelaende,New media,"On 6 June 2020, around 2,500 people protested in Freiburg im Breisgau under the motto 'Black Lives Matter' against racism. The protest was sparked by the killing of an unarmed black man by a police officer in the United States.",0,"crowd size=around 2,500",1610631525,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU3255,2020-09-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Hessen,Marburg-Biedenkopf,NA,Neustadt (Hessen),50.8493,9.1166,2,Ende Gelaende,New media,"On 17 September 2020, environmental activists occupied parts of the Herrenwald between Neustadt (Hessen) and Stadtallendorf to protest against the expansion of the highway A49.",0,crowd size=no report,1610631526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,unknown,0.22581492364406586,unknown,unknown
Germany,2020,DEU2044,2020-06-06,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),BLM: Black Lives Matter,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Schleswig-Holstein,Flensburg,NA,Flensburg,54.7833,9.4331,1,Ende Gelaende,New media,"On 6 June 2020, around 1,000 people protested in Flensburg against racism under the motto 'Black Lives Matter'. The protest was sparked by the killing of an unarmed black man by a police officer in the United States.",0,"crowd size=saround 1,000",1610631526,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU708,2020-02-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ende Gelaende,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Bayern,Munchen,NA,Munchen,48.1374,11.5755,1,Ende Gelaende,New media,"On 16 February 2020, people and Ende Gelaende activists protested in Munchen at the Security Conference (SIKO) against the arms industry.",0,crowd size=no report,1618504393,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU1908,2020-05-29,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Ende Gelaende,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin,52.5244,13.4105,1,Ende Gelaende,New media,"On 29 May 2020, around 90 people, including Ende Gelaende activists, protested in Berlin in solidarity with health workers.",0,crowd size=around 90,1610631526,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU2741,2020-07-31,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin,52.5244,13.4105,1,Endstation Rechts,Other,"On 31 July 2020, around 400 people protested in Berlin against the coronavirus protection measures.",0,crowd size=around 400,1610631526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,right,0.6718268990516663,right,text_classification
Germany,2020,DEU984,2020-03-08,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Antifa,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Hessen,Offenbach,NA,Obertshausen,50.0725,8.8495,1,Frankfurter Rundschau,Subnational,"On 8 March 2020, around 100 people, including Antifa activists, protested in Obertshausen against an Alternative for Germany (AfD) gathering in a restaurant.",0,crowd size=around 100,1618503679,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
Germany,2020,DEU2972,2020-08-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Belarusian Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Bayern,Munchen,NA,Munchen,48.1374,11.5755,1,Global Freedom Way,New media,"On 23 August 2020, demonstrators, including ethnic Belarusians, gathered in Munchen to protest against the disputed re-election of Belarus President and in support of peaceful protesters in Belarus. The demonstration was a part of a worldwide Belarus solidarity protest campaign held in 32 countries.",0,crowd size=no report,1618498979,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.11775361746549606,unknown,unknown
Germany,2020,DEU2973,2020-08-23,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),Belarusian Group (Germany),Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Berlin,Berlin,NA,Berlin,52.5244,13.4105,1,Global Freedom Way,New media,"On 23 August 2020, demonstrators, including ethnic Belarusians, gathered in Berlin to protest against the disputed re-election of Belarus President and in support of peaceful protesters in Belarus. The demonstration was a part of a worldwide Belarus solidarity protest campaign held in 32 countries.",0,crowd size=no report,1610632068,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,unknown,unknown,0.22450494766235352,unknown,unknown
Germany,2020,DEU1382,2020-05-01,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Germany),NA,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Nordrhein-Westfalen,Wuppertal,NA,Wuppertal,51.2563,7.1482,1,Hambach Forest,Other,"On 1 May 2020, at night people took to the streets in Wuppertal for the #1MayRevolt and launched fireworks.",0,crowd size=no report,1610632073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,left_and_right,0.822563886642456,left_and_right,text_classification
Germany,2020,DEU2084,2020-06-07,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Germany),BLM: Black Lives Matter,Protesters,NA,NA,NA,Protesters only,NA,276,Europe,Germany,Niedersachsen,Hildesheim,NA,Hildesheim,52.152,9.9512,1,Hildesheimer Allgemeine,Subnational,"Around 7 June 2020, around 300 people protested in Hildesheim against racism under the motto 'Black Lives Matter'. The protest was sparked by the killing of an unarmed black man by a police officer in the United States.",0,crowd size=around 300,1610632084,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,left_only,NA,NA,left_only,original
